# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = tmpd6yhjz12_model
# start_datetime = 2022-03-08 20:45:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = /Users/patryktomaszewski/studies/master deegre sem 1/data analitycs/Data-Analytics-labs/Lab 2 - Intro to stan/samples/code_4-20220308214555_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-0.685892,0.999813,0.420097,3,7,0,0.686116,0.322193
-0.741194,0.998396,0.420097,2,5,0,0.750242,0.0750588
-0.741194,0,0.420097,0,1,1,1.204,0.0750588
-0.820358,0.950232,0.420097,2,5,0,0.856021,0.528892
-0.820358,0,0.420097,0,1,1,3.34998,0.528892
-0.842404,0.999614,0.420097,1,1,0,0.842538,0.556821
-0.862246,0.999685,0.420097,1,1,0,0.862733,0.581299
-1.49549,0.795841,0.420097,2,5,1,1.5508,1.2393
-1.07334,0.833286,0.420097,2,6,1,1.59036,0.818653
-1.41333,0.747915,0.420097,2,4,1,1.96473,1.16042
-1.4199,0.999975,0.420097,1,1,0,1.42778,1.16677
-1.61174,0.999058,0.420097,1,3,0,1.73072,1.34931
-2.37122,0.998483,0.420097,3,7,0,2.37182,2.03952
-3.26163,0.998685,0.420097,2,7,0,3.79382,2.81639
-3.52086,0.999767,0.420097,1,3,0,3.70906,3.03899
-3.32135,0.999972,0.420097,1,3,0,3.61464,2.86779
-3.43936,0.999852,0.420097,4,15,0,4.06902,2.96914
-1.39039,0.874993,0.420097,3,8,1,3.54007,1.1382
-2.32565,0.996932,0.420097,2,5,0,2.46639,1.99905
-1.39481,0.833333,0.420097,2,6,1,2.46044,1.14249
-1.18251,0.999615,0.420097,1,3,0,1.568,0.931906
-0.780063,0.5,0.420097,1,2,1,2.23112,0.47528
-0.69036,0.86447,0.420097,3,7,0,1.12122,0.331406
-0.69036,0,0.420097,0,1,1,1.29881,0.331406
-1.24167,0.73056,0.420097,2,4,1,1.63535,0.991659
-1.52933,0.799144,0.420097,2,5,1,1.87414,1.2715
-2.1692,0.665443,0.420097,1,3,1,3.97647,1.85941
-2.22633,0.999934,0.420097,2,3,0,2.25277,1.91055
-0.877337,0.571433,0.420097,3,7,0,2.77736,0.599557
-1.59196,0.793599,0.420097,2,5,1,2.0788,1.33071
-1.20465,0.833304,0.420097,2,6,1,1.65459,0.954387
-0.699478,0.997711,0.420097,2,7,0,1.7293,0.100944
-0.699478,4.24599e-18,0.420097,1,1,0,0.832332,0.100944
-1.10367,0.884077,0.420097,2,5,0,1.23483,0.850565
-0.80543,0.666667,0.420097,1,3,1,1.65528,0.509466
-0.714395,0.767613,0.420097,1,3,0,0.866763,0.375749
-0.716223,0.999978,0.420097,2,3,0,0.718909,0.378861
-0.909022,0.990392,0.420097,2,5,0,1.2151,0.637029
-1.02819,0.999309,0.420097,3,7,0,1.05752,0.770373
-0.697985,0.5,0.420097,1,2,1,1.91719,0.346294
-0.977862,0.515985,0.420097,2,3,0,1.81439,0.022381
-0.946064,0.660453,0.420097,3,7,0,0.958182,0.679601
-1.00108,0.99911,0.420097,2,3,0,1.05387,0.740877
-1.28095,0.665547,0.420097,1,3,1,1.6615,1.03083
-1.74911,0.998581,0.420097,3,7,0,1.77404,1.47734
-1.6878,0.999987,0.420097,2,3,0,1.77078,1.42043
-1.83915,0.99957,0.420097,1,3,0,1.89516,1.5603
-1.77534,0.999989,0.420097,2,3,0,1.8607,1.50157
-1.79013,0.999967,0.420097,1,1,0,1.79585,1.51522
-1.95025,0.999589,0.420097,1,3,0,2.01389,1.66178
-3.95299,0.997835,0.420097,4,15,0,4.11856,3.4076
-3.69842,0.999955,0.420097,1,3,0,4.12806,3.19079
-3.73354,0.999982,0.420097,2,3,0,3.77334,3.22076
-3.90775,0.999933,0.420097,2,3,0,3.91059,3.36913
-5.04364,0.999317,0.420097,2,7,0,5.9425,4.32793
-3.70472,0.833333,0.420097,2,6,1,6.39432,3.19617
-3.68357,1,0.420097,1,1,0,3.71011,3.17811
-3.73774,0.999973,0.420097,1,1,0,3.73775,3.22434
-1.66736,0.87484,0.420097,3,8,1,5.06743,1.40138
-0.730791,0.75,0.420097,2,4,1,1.90306,0.0803434
-0.787225,0.939108,0.420097,1,1,0,0.853885,0.0570641
-1.06394,0.799767,0.420097,2,5,0,1.2043,0.808686
-1.12894,0.998168,0.420097,3,7,0,1.47607,0.876876
-1.82101,0.995653,0.420097,2,7,0,2.19361,1.54364
-1.01681,0.8,0.420097,2,5,1,1.92164,0.758043
-3.5322,0.876448,0.420097,3,9,1,3.84324,3.0487
-2.49454,0.99997,0.420097,2,5,0,3.68471,2.1486
-2.00031,0.857128,0.420097,2,7,1,2.59559,1.70722
-1.80919,0.999896,0.420097,1,3,0,2.10292,1.53277
-1.59598,0.833333,0.420097,2,6,1,1.80934,1.33449
-1.59645,0.999825,0.420097,2,3,0,1.70116,1.33493
-1.20846,0.666667,0.420097,1,3,1,2.27611,0.958235
-2.40405,0.79679,0.420097,2,5,1,2.74249,2.06862
-1.14033,0.8,0.420097,2,5,1,2.80582,0.888656
-0.87674,0.666667,0.420097,1,3,1,1.52023,0.598839
-1.25484,0.797154,0.420097,2,5,1,1.34844,1.00484
-0.750171,0.999344,0.420097,2,5,0,1.50652,0.432503
-0.678862,0.999066,0.420097,1,3,0,0.805273,0.306736
-0.720572,0.99746,0.420097,1,3,0,0.739072,0.386154
-0.80911,0.99614,0.420097,1,3,0,0.866942,0.514297
-0.652362,0.5,0.420097,1,2,1,1.25646,0.200876
-0.6599,0.997616,0.420097,2,3,0,0.73309,0.154816
-1.33833,0.906358,0.420097,2,7,0,1.57482,1.08743
-0.742236,0.8,0.420097,2,5,1,1.38957,0.420551
-1.24699,0.99045,0.420097,3,7,0,1.24823,0.996988
-1.12577,0.999834,0.420097,3,7,0,1.35689,0.873585
-1.70165,0.996607,0.420097,2,7,0,1.93205,1.43331
-1.56783,0.999956,0.420097,2,3,0,1.75086,1.30796
-1.04722,0.999947,0.420097,3,7,0,1.64118,0.790851
-1.20342,0.998381,0.420097,1,3,0,1.29493,0.953136
-1.56508,0.996654,0.420097,2,7,0,2.15194,1.30536
-1.02379,0.999756,0.420097,2,7,0,1.77136,0.765616
-1.20592,0.997842,0.420097,1,3,0,1.34376,0.955671
-1.18418,1,0.420097,1,1,0,1.20783,0.9336
-2.14704,0.74702,0.420097,2,4,1,2.95995,1.83953
-2.30832,0.999726,0.420097,1,3,0,2.36772,1.98364
-2.39629,0.999864,0.420097,3,7,0,2.56369,2.06174
-2.57311,0.999749,0.420097,1,3,0,2.64707,2.21779
-2.64631,0.999514,0.420097,3,7,0,3.27474,2.28206
-3.0767,0.999295,0.420097,2,7,0,3.73603,2.65679
-3.10067,0.999674,0.420097,3,7,0,3.76868,2.67751
-2.5506,0.83327,0.420097,2,6,1,4.24826,2.19798
-3.16156,0.832946,0.420097,2,6,1,4.6059,2.73012
-2.99655,0.999987,0.420097,1,3,0,3.21755,2.58737
-3.61555,0.999826,0.420097,4,15,0,3.72205,3.12001
-3.59689,1,0.420097,1,1,0,3.6217,3.10405
-3.20552,0.857121,0.420097,2,7,1,4.10738,2.76804
-1.93428,0.833333,0.420097,2,6,1,3.5374,1.64724
-1.70011,0.999806,0.420097,1,3,0,2.11249,1.43188
-2.55167,0.832235,0.420097,2,6,1,3.07472,2.19893
-1.80651,0.999811,0.420097,2,5,0,2.91109,1.5303
-1.37725,0.833333,0.420097,2,6,1,1.80502,1.12544
-1.8773,0.799332,0.420097,2,5,1,2.00956,1.59525
-1.86421,0.999948,0.420097,3,7,0,1.98133,1.58327
-2.43057,0.833014,0.420097,2,6,1,2.59353,2.09209
-1.93122,0.999369,0.420097,2,7,0,3.4197,1.64446
-1.89887,1,0.420097,2,3,0,1.93257,1.61495
-1.0931,0.75,0.420097,2,4,1,2.44601,0.839487
-2.50166,0.794781,0.420097,2,5,1,3.06545,2.15487
-2.33517,1,0.420097,2,3,0,2.50358,2.00752
-2.29131,1,0.420097,2,3,0,2.3354,1.9685
-2.25434,1,0.420097,1,1,0,2.29226,1.93555
-2.28653,0.999957,0.420097,1,1,0,2.28831,1.96425
-2.03283,0.999847,0.420097,1,3,0,2.48923,1.73666
-1.96021,0.999793,0.420097,3,7,0,2.31497,1.67083
-2.77378,0.998774,0.420097,2,5,0,2.83759,2.39358
-2.76985,1,0.420097,1,1,0,2.78524,2.39015
-2.32952,0.999994,0.420097,3,7,0,2.81857,2.00249
-0.901376,0.99963,0.420097,2,7,0,2.95908,0.628085
-0.782015,1,0.420097,1,3,0,0.980335,0.477972
-1.03654,0.990968,0.420097,2,7,0,1.46316,0.779378
-0.878237,0.999415,0.420097,1,3,0,1.15602,0.600636
-1.15581,0.442355,0.420097,3,7,0,3.50479,0.0103422
-1.15581,0.0162405,0.420097,1,1,0,1.18509,0.0103422
-1.15581,0.0145756,0.420097,1,1,0,1.17783,0.0103422
-1.15581,0.223964,0.420097,1,1,0,1.67957,0.0103422
-1.15581,0.0236397,0.420097,1,1,0,1.21827,0.0103422
-1.15581,0.024683,0.420097,1,1,0,1.22289,0.0103422
-1.15581,0.0397945,0.420097,1,1,0,1.28496,0.0103422
-1.567,0.0891451,0.420097,2,3,0,3.55565,1.30717
-2.42889,0.873134,0.420097,3,8,1,2.98394,2.0906
-2.25065,1,0.420097,2,3,0,2.42966,1.93226
-4.91658,0.887071,0.420097,3,9,1,5.207,4.22129
-4.53172,0.999935,0.420097,2,5,0,5.38212,3.89744
-4.72287,0.999924,0.420097,1,3,0,4.80079,4.05846
-4.93199,0.999948,0.420097,2,3,0,4.93249,4.23423
-5.44355,0.999737,0.420097,2,7,0,6.32946,4.66276
-2.69945,0.999993,0.420097,4,15,0,5.63647,2.32862
-2.1751,1,0.420097,2,7,0,2.70023,1.8647
-3.17953,0.998119,0.420097,2,7,0,3.91776,2.74562
-3.14607,1,0.420097,1,1,0,3.18156,2.71674
-3.50009,0.999881,0.420097,3,7,0,3.5104,3.0212
-4.78756,0.888363,0.420097,3,9,1,6.02748,4.11287
-4.77077,1,0.420097,1,1,0,4.79477,4.09875
-4.97174,0.999926,0.420097,1,3,0,5.06069,4.26761
-5.44653,0.999917,0.420097,3,7,0,5.50243,4.66526
-5.40813,1,0.420097,3,7,0,5.44822,4.63315
-3.49252,0.999903,0.420097,3,11,0,6.36078,3.01472
-3.48987,1,0.420097,2,3,0,3.50509,3.01245
-3.4838,1,0.420097,1,1,0,3.50086,3.00725
-3.43427,1,0.420097,1,1,0,3.48393,2.96477
-1.48501,0.874829,0.420097,3,8,1,4.60683,1.2293
-2.09002,0.665467,0.420097,1,3,1,3.71095,1.78826
-2.09169,0.999999,0.420097,2,3,0,2.10341,1.78977
-1.40333,0.833333,0.420097,2,6,1,2.12752,1.15075
-1.27402,1,0.420097,2,3,0,1.40532,1.02395
-1.10029,0.999892,0.420097,3,7,0,1.36311,0.847027
-0.957596,0.8,0.420097,2,5,1,1.0989,0.692623
-1.29869,0.746938,0.420097,2,4,1,1.90649,1.04841
-1.79571,0.998235,0.420097,2,5,0,1.93124,1.52036
-0.933636,0.75,0.420097,2,4,1,2.49951,0.665451
-1.34727,0.663979,0.420097,1,3,1,2.27715,1.09619
-1.74612,0.799453,0.420097,2,5,1,1.80998,1.47457
-0.878866,0.75,0.420097,2,4,1,2.48875,0.60139
-1.19157,0.746288,0.420097,2,4,1,1.74297,0.941116
-0.753214,0.75,0.420097,2,4,1,1.15317,0.0696143
-0.753214,0.314478,0.420097,1,1,0,0.882355,0.0696143
-0.695983,1,0.420097,1,1,0,0.736625,0.103877
-0.850367,0.92119,0.420097,2,5,0,1.0407,0.566713
-0.760401,0.999613,0.420097,1,3,0,0.893731,0.447509
-0.667591,0.999215,0.420097,3,7,0,0.843933,0.278164
-0.667591,0.233883,0.420097,1,1,0,1.05462,0.278164
-0.674472,0.993869,0.420097,3,7,0,0.844408,0.296303
-0.662691,1,0.420097,2,3,0,0.675308,0.263136
-0.763497,0.996446,0.420097,1,3,0,0.921614,0.451969
-0.700702,0.999589,0.420097,1,3,0,0.792859,0.35139
-0.770638,0.988312,0.420097,1,3,0,0.811802,0.462128
-1.16409,0.990897,0.420097,3,7,0,1.33892,0.91309
-1.23078,0.999881,0.420097,3,7,0,1.2445,0.980728
-1.90081,0.832018,0.420097,2,6,1,1.94014,1.61673
-2.4788,0.999111,0.420097,2,5,0,2.65064,2.13471
-2.43681,0.999927,0.420097,3,7,0,2.66915,2.09761
-2.05003,0.874815,0.420097,3,8,1,2.98641,1.7522
-2.38965,0.833067,0.420097,2,6,1,2.79753,2.05586
-2.18695,0.857126,0.420097,2,7,1,2.50062,1.87531
-2.21319,0.999962,0.420097,1,1,0,2.21617,1.89879
-2.19674,1,0.420097,1,1,0,2.219,1.88408
-3.51625,0.999016,0.420097,3,9,0,3.57627,3.03504
-2.22971,0.833279,0.420097,2,6,1,4.84954,1.91356
-2.27548,0.999937,0.420097,1,1,0,2.27562,1.9544
-1.06977,0.999061,0.420097,3,9,0,3.67968,0.814873
-0.86389,0.8,0.420097,2,5,1,1.077,0.583301
-1.41446,0.491094,0.420097,1,2,1,3.17931,1.16152
-2.18316,0.996753,0.420097,2,5,0,2.61565,1.87192
-4.12132,0.998508,0.420097,4,15,0,4.17693,3.55047
-2.68799,0.999917,0.420097,2,7,0,4.55915,2.31859
-2.6756,1,0.420097,1,1,0,2.69579,2.30773
-1.94982,0.99986,0.420097,2,7,0,3.00138,1.66139
-2.12102,0.857036,0.420097,2,7,1,2.19464,1.81616
-2.2837,0.999714,0.420097,1,3,0,2.34493,1.96172
-1.87954,0.999938,0.420097,3,7,0,2.43317,1.59729
-1.69276,1,0.420097,2,3,0,1.87914,1.42505
-1.16066,0.833333,0.420097,2,6,1,1.70089,0.909576
-0.824944,0.666667,0.420097,1,3,1,1.84048,0.534773
-0.721145,0.666667,0.420097,1,3,1,0.903379,0.387103
-0.817749,0.99568,0.420097,1,3,0,0.887931,0.525529
-1.30422,0.490728,0.420097,1,2,1,2.76132,1.05387
-1.26462,0.999805,0.420097,2,3,0,1.38069,1.01459
-1.09533,0.999244,0.420097,3,7,0,1.57548,0.841828
-1.15375,0.999359,0.420097,2,3,0,1.215,0.902473
-0.682039,0.999937,0.420097,2,5,0,1.17845,0.313887
-0.680797,1,0.420097,1,1,0,0.683489,0.311127
-1.22781,0.463955,0.420097,1,2,1,3.63537,0.977748
-1.51784,0.799107,0.420097,2,5,1,1.87162,1.26058
-1.5208,0.999991,0.420097,1,1,0,1.53064,1.26341
-1.35628,1,0.420097,2,3,0,1.52039,1.10499
-1.84532,0.665598,0.420097,1,3,1,2.91102,1.56596
-1.88252,0.999924,0.420097,1,1,0,1.8832,1.60002
-1.66656,0.999829,0.420097,1,3,0,2.0292,1.40064
-1.90686,0.999118,0.420097,1,3,0,2.09924,1.62225
-1.35314,0.8,0.420097,2,5,1,2.08602,1.10193
-1.34017,1,0.420097,1,1,0,1.35824,1.08923
-1.87245,0.832475,0.420097,2,6,1,1.87995,1.59081
-1.19623,0.999665,0.420097,2,5,0,2.20715,0.945853
-0.66453,0.99869,0.420097,2,7,0,1.5819,0.269059
-0.728758,0.993283,0.420097,1,3,0,0.796494,0.399497
-0.680422,0.99871,0.420097,2,5,0,0.751124,0.310283
-0.655967,0.999671,0.420097,2,5,0,0.678495,0.235928
-0.652584,0.999995,0.420097,3,7,0,0.655593,0.2086
-0.653967,0.999617,0.420097,1,3,0,0.657561,0.17817
-0.820409,0.943683,0.420097,1,1,0,0.826728,0.0476804
-0.820409,0.385277,0.420097,2,3,0,1.03832,0.0476804
-0.820409,3.57731e-98,0.420097,1,1,0,1.0876,0.0476804
-0.820409,0.138528,0.420097,1,2,1,3.12116,0.0476804
-0.820409,0.129464,0.420097,1,2,1,3.34387,0.0476804
-1.29134,0.642849,0.420097,2,7,0,1.59143,1.04113
-1.29019,1,0.420097,1,1,0,1.30114,1.03999
-0.842397,0.455353,0.420097,2,3,0,2.47612,0.556812
-1.11195,0.664585,0.420097,1,3,1,1.53785,0.859208
-1.79436,0.995556,0.420097,2,7,0,2.15738,1.51911
-1.54664,0.999765,0.420097,2,5,0,2.00828,1.28792
-1.26211,1,0.420097,2,7,0,1.5623,1.01209
-1.15996,0.999899,0.420097,2,3,0,1.30987,0.90885
-0.874471,0.666667,0.420097,1,3,1,1.61199,0.596111
-1.00101,0.999163,0.420097,3,7,0,1.02582,0.7408
-0.847029,0.999353,0.420097,1,3,0,1.12048,0.562578
-0.989073,0.996975,0.420097,1,3,0,1.09,0.727679
-0.960787,1,0.420097,1,1,0,0.988966,0.696208
-1.44661,0.985945,0.420097,4,15,0,3.39032,1.1925
-1.60253,0.99934,0.420097,1,3,0,1.67006,1.34066
-1.03878,0.799907,0.420097,2,5,1,1.83006,0.781793
-0.663143,0.999116,0.420097,2,5,0,1.22912,0.264629
-0.738255,0.993006,0.420097,2,5,0,0.831885,0.414438
-0.652521,0.5,0.420097,1,2,1,0.948836,0.192899
-0.652521,0,0.420097,0,1,1,3.28918,0.192899
-0.652521,0.141541,0.420097,1,1,0,0.854505,0.192899
-0.652521,0,0.420097,0,1,1,0.933533,0.192899
-0.66931,0.99504,0.420097,1,3,0,0.703976,0.282952
-0.661392,0.999765,0.420097,3,7,0,0.675502,0.258685
-1.72471,0.93766,0.420097,2,7,0,2.18637,1.45473
-1.91098,0.999434,0.420097,1,3,0,2.00947,1.62601
-1.72039,0.833304,0.420097,2,6,1,2.01533,1.45072
-0.872429,0.999031,0.420097,2,7,0,2.42984,0.593651
-0.724164,0.666667,0.420097,1,3,1,1.03924,0.392066
-0.702596,0.991722,0.420097,2,5,0,1.05964,0.0984638
-1.01481,0.903871,0.420097,2,5,0,1.10459,0.755872
-0.657229,0.999838,0.420097,2,5,0,1.02455,0.163077
-0.659604,0.999019,0.420097,2,3,0,0.667331,0.155635
-1.02146,0.714037,0.420097,2,4,1,1.08433,0.763092
-1.38112,0.665125,0.420097,1,3,1,2.0267,1.1292
-1.20747,0.999759,0.420097,1,3,0,1.48404,0.957239
-1.05601,0.999735,0.420097,1,3,0,1.28992,0.800242
-1.78997,0.995352,0.420097,2,5,0,1.86203,1.51507
-2.69705,0.832572,0.420097,2,6,1,2.80425,2.32651
-2.82504,0.999914,0.420097,2,3,0,2.83368,2.43829
-3.17868,0.999592,0.420097,2,5,0,3.59199,2.7449
-3.36522,0.999849,0.420097,1,3,0,3.44393,2.9055
-2.23353,0.874845,0.420097,3,8,1,4.34652,1.91697
-3.09287,0.874552,0.420097,3,8,1,3.09287,2.67077
-4.36926,0.874432,0.420097,3,8,1,5.60626,3.76031
-4.47647,0.999947,0.420097,2,3,0,4.55717,3.85084
-3.76571,0.83329,0.420097,2,6,1,6.36345,3.24819
-4.76405,0.99974,0.420097,4,15,0,5.05736,4.0931
-5.82889,0.999719,0.420097,2,5,0,5.96857,4.98438
-5.84521,0.999982,0.420097,2,3,0,5.9692,4.99798
-6.27529,0.99986,0.420097,2,7,0,6.86126,5.35587
-2.87981,0.999957,0.420097,3,9,0,6.94452,2.48599
-2.10273,0.799827,0.420097,2,5,1,5.38876,1.79971
-1.87815,0.999858,0.420097,1,3,0,2.25644,1.59602
-1.87879,0.999999,0.420097,1,1,0,1.89064,1.59661
-2.16159,0.857011,0.420097,2,7,1,2.17021,1.85259
-3.1208,0.832579,0.420097,2,6,1,3.77963,2.69491
-2.48258,0.999949,0.420097,2,5,0,3.32928,2.13804
-2.11945,0.833282,0.420097,2,6,1,2.95364,1.81475
-3.3355,0.832597,0.420097,2,6,1,3.61704,2.87995
-4.03296,0.99961,0.420097,2,7,0,4.28374,3.47551
-2.35689,0.888889,0.420097,3,9,1,4.04736,2.0268
-2.63699,0.99958,0.420097,2,5,0,2.88429,2.27389
-2.65109,0.999986,0.420097,1,1,0,2.65822,2.28626
-3.4717,0.8331,0.420097,2,6,1,3.88909,2.99687
-1.21665,0.875,0.420097,3,8,1,3.48264,0.96651
-0.976062,0.999262,0.420097,2,5,0,1.49201,0.713271
-1.70256,0.491036,0.420097,1,2,1,4.51793,1.43416
-0.679571,0.999564,0.420097,2,7,0,2.04278,0.308358
-0.65982,0.99984,0.420097,2,3,0,0.686776,0.252918
-0.685345,0.997454,0.420097,2,5,0,0.700049,0.321036
-0.67214,0.999437,0.420097,3,7,0,0.685683,0.290441
-0.672344,0.999996,0.420097,2,3,0,0.673798,0.290964
-0.672344,0,0.420097,0,1,1,1.19803,0.290964
-0.841898,0.491798,0.420097,1,2,1,1.17424,0.556189
